economy,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
GIN,2477.50282602363,2501.22160456279,2478.61319510726,2587.0048887648,2629.5397474637,2537.30645758746,2594.83050344245,2673.40873029955,2762.90350938513,2802.56007024474,2834.96634347846,2869.85157178732,3099.78874189372,3332.76576150531,3455.64512638662,3557.46233883145,3630.99330577677,3738.8051255133,3792.01068836277,3904.82395527998,4016.34191386072
GMB,2794.19352609118,2653.64239155191,2564.68653970519,2567.15728802982,2649.61119865306,2745.32540574768,2824.21259222517,2519.83983255672,2574.93509664061,2572.44728941685,2465.10971144823,2495.95741601525,2478.46055756999,2533.18683710276,2651.43281455826,2750.82132179634,2702.31919474482,2777.79620978324,2863.18049829859,2963.59873325179,3057.68417746891
GNB,1979.57457765814,2060.53834311757,2065.08370690452,2065.86121747677,2105.54284991215,2102.92720552345,2164.13349780236,2278.40566106623,2180.60762289148,2192.45628322206,2156.2021908175,2230.39106612596,2293.23583589196,2342.41526571427,2373.50158144916,2442.10663731324,2455.85606168546,2522.76764302521,2603.24022588591,2693.77665018683,2744.27981043716
GNQ,28225.985816122,31302.957953874,32251.7680082519,35540.4477563657,39994.6159790647,38706.6052512135,33668.8740654852,34341.9342607505,35711.4919273537,32894.3693189101,31765.8997056851,27797.7942803179,24435.0645564801,22250.4389230263,20165.4795550607,18446.5916579681,17089.153726379,16821.4486470413,16932.7706827155,15688.2384192658,15454.428493564
GRC,37811.4913664483,38146.962971083,40483.1569225337,41796.2336918303,41709.3877420312,39886.2135496664,37566.7483686263,33906.4917435676,31250.2268565956,30762.4432227813,31213.3765120298,31347.976574604,31468.6198471099,31995.4108838386,32722.3310444029,33502.7506488997,30487.1129331045,33531.15511226,35831.3441781205,36700.5134631055,37474.2798239947
GRD,12593.3546257337,14211.8426569264,13594.355159621,14376.2824512778,14463.560012123,13463.580293958,13354.9085012616,13397.8500405513,13161.3955324377,13386.3189064112,14287.9538720088,15136.6966673773,15640.8274503805,16291.4894625979,16964.852001696,17036.9151689715,14647.7451384876,15290.250903138,16376.4273099594,17093.1562867447,17751.5098662481
GRL,49742.0582266726,52189.001485462,55243.7102798786,56763.2387284359,60506.1946272328,61035.5672997071,61863.2826915137,61170.9203658321,62111.1033086807,61659.6415225985,64799.3056628017,63364.0536061164,66245.7294730698,66297.1790691281,66887.6779268926,68534.9419039133,68533.7339902964,69302.0088788237,70681.2253902158,71037.5372239623,
GTM,9003.85719003217,9099.72328845701,9386.00114713774,9772.8053901732,9889.57209974855,9740.70936130832,9825.0176796825,10032.088632465,10126.8283621986,10297.8395710411,10553.5642244297,10785.9584615777,10872.5939962916,11005.4593976653,11192.372055508,11466.3765822795,11097.15041153,11825.141273764,12147.9309684074,12384.948508094,12640.8875023146
GUM,,,,,,,,,,,,,,,,,,,,,
GUY,8404.2001629708,8256.52519071138,8702.33133494001,9354.08017716534,9546.70875949436,9924.52660770631,10374.3947557656,10958.8598838438,11534.9985588659,11896.9069854942,12030.0529344045,12040.08253302,12420.4724727603,12801.6408529346,12980.3576003177,13402.4219472757,19234.1301977637,22865.9270968882,37068.1993827588,49312.3603225444,70516.7215064805
HIC,44356.7846297315,45533.899208539,46910.8601812968,48145.6974565439,48338.7785910574,46327.4026473177,47586.1992927683,48491.0636383668,48959.6687017302,49441.2127747411,50214.0636863407,50977.3755991058,51585.492279655,52651.3288295953,53756.5134637637,54610.2148969437,52316.6090468179,55480.5274960962,56904.4456638627,57537.2480250637,58334.8148082742
HKG,44836.2053321129,47938.8998017111,50981.7931037524,53813.0792084943,54630.3763985044,53172.3001900618,56355.4117939379,58672.8294901182,59015.3332811946,60601.6097817011,61839.810843419,62779.7484353718,63749.4095274634,65662.8359167546,66993.9679794398,65388.3336248234,61328.5288044938,65884.9376260603,64036.6454154727,64434.5576690871,66153.9746651078
HND,4885.34258343422,5056.67544412551,5263.15029099578,5461.90151889031,5566.70639487722,5313.75573967791,5396.07227927744,5488.43371596332,5600.6077605497,5644.13384802045,5705.16246265484,5812.5348879105,5926.49025534228,6099.60734919414,6219.27973775059,6264.01884276715,5603.26398377777,6202.98078812037,6352.58710177732,6467.8800352783,6585.85535717861
HPC,2267.84339099489,2328.97345011896,2394.69634097223,2458.89715452073,2527.34515183734,2548.29125787828,2636.27574954962,2679.72116452844,2711.73890312719,2788.51480778469,2859.06541470149,2910.69027383449,2953.65942785158,3012.68215863629,3049.71446182911,3090.51002329999,3000.44997662459,3035.06077004993,3090.26152222753,3108.28187922993,3177.46280838769
HRV,26528.8871708586,27641.2061841194,29035.5295382035,30508.2798073417,31113.8644665737,29024.7588699632,28702.0030009381,28769.3294749331,28259.3454882464,28397.8562080945,28456.7371595258,29466.6996894141,30821.1637498177,32348.9341876482,33729.9071211239,35122.8508251139,32493.3121954167,36930.2841941405,39864.0100879958,41320.2032633085,42829.1978370384
HTI,3130.85551975981,3173.26081032717,3174.97622258076,3268.81890675823,3300.25849332968,3437.3806965318,3205.49829961515,3330.99820416355,3296.24782448974,3387.47180169748,3434.63597400578,3433.07529240973,3446.75276647872,3485.4923470131,3496.87870320748,3392.43263210456,3239.83543441301,3145.00681057269,3057.42840826502,2965.94622340134,2809.64535578242
HUN,26568.118861864,27765.7886146197,28903.0475407078,29044.0669021254,29384.0070385818,27445.959458479,27801.833816111,28415.1173442897,28179.656464434,28891.0217544976,30264.9492302161,31485.5675425634,32378.9674983075,33828.714942571,35798.0412754022,37662.67681014,36119.5211735652,38887.1909527154,40610.9711368238,40333.2546888118,40686.9319263343
IBD,8397.69827908229,8877.60554505024,9483.93577482893,10182.5836687729,10629.0771232054,10728.8971330412,11398.4047966783,11948.0623005195,12418.8508843242,12882.1225215571,13319.7237552985,13721.6723998914,14202.1569184183,14778.5254595762,15352.2585831081,15818.6727887525,15412.2740252554,16457.4028746827,17005.3678316537,17766.2593239496,18451.0823134584
IBT,7225.7125412713,7611.71097745672,8092.32602823138,8640.33308484228,8987.31514974218,9071.97841688627,9596.57611038622,10018.8739757768,10369.5500588851,10730.2184727833,11075.8886752044,11381.8495832918,11734.3731319995,12162.7615968645,12588.8584634301,12925.5782973803,12544.6569311725,13292.3986834822,13682.5662834982,14206.191212155,14688.1476277429
IDA,3325.14688866703,3451.94029861599,3579.12612434839,3706.86214983469,3806.30214854969,3913.30985067071,4059.15683050134,4163.99440539807,4220.14391730588,4335.98580479881,4477.4145386078,4576.23918423755,4639.18294276708,4732.64618405375,4841.57291525317,4928.16444808896,4737.35267673036,4811.69213600445,4924.78728035756,4971.80174178335,5077.60668312744
IDB,4745.46801552515,4906.27045211657,5059.70887523571,5194.24442948697,5271.03915181685,5442.74904919392,5620.68978717584,5719.5477274322,5841.49480690444,6042.03385913118,6252.49358274228,6355.24608221981,6361.78259683756,6404.39766656804,6518.91623903896,6575.14345610382,6225.73802684424,6358.44134848704,6528.77500867617,6578.77290433938,6713.95120470027
IDN,6843.54654972364,7140.8545640704,7434.48785352221,7802.46406905954,8165.06155116624,8435.4557468629,8848.22473702066,9274.96955181702,9708.61182531081,10121.8141535043,10504.3869411088,10893.6621142169,11319.6634287738,11772.5743296107,12262.2310300771,12757.7850854842,12388.5449268131,12757.0746440204,13334.2653947637,13889.9749067297,14470.4372020578
IDX,2564.40999820132,2672.01889452748,2784.70967630946,2907.65407336931,3018.00138189794,3086.29080871342,3212.44283335606,3319.97423762262,3338.41314039424,3406.20675919317,3509.86431128883,3608.63949208975,3707.16703021306,3833.41633420438,3943.11112463091,4051.22177775691,3950.86131644492,3995.34376501476,4079.70265824005,4128.98529207924,4223.45568925248
IMN,,,,,,,,,,,,,,,,,,,,,
IND,3656.12620652098,3881.9661798273,4129.77837009239,4379.69604361151,4450.39022919238,4731.36160463896,5059.2827108398,5249.54925694026,5460.43768570052,5732.24189090876,6079.84393523695,6488.14602910787,6940.62588857522,7326.60693679859,7714.33974724531,7930.0911303899,7399.53068079041,8050.01857452664,8594.39190499879,9301.75603225735,9818.04270686639
INX,,,,,,,,,,,,,,,,,,,,,
IRL,61558.5783140852,63689.0843530779,65087.1804631559,66590.1938973457,62320.66630649,58547.2673956109,59209.0996763251,59899.917652844,59405.0460751524,60388.9413147986,65575.8061665793,80954.6619818255,80899.0223207227,87882.7074355024,93276.0188154012,96371.2910180182,101968.554362011,116903.61243517,123219.076059494,117862.128878959,119037.731175443
IRN,13807.1953114023,13935.7743087596,14320.6568534545,15237.4237850549,15091.2506521463,15055.1494647199,15729.9131707266,15947.766097961,15159.2948206531,14734.740588719,15262.8515760903,14841.9048340737,15920.3718021202,16167.9677224227,15364.8049052614,14841.0751514998,15381.5845437266,15884.4276775963,16377.9610645368,17044.8173461033,17484.1320140467
IRQ,10210.5631004959,10078.4437646837,10568.9137652977,10853.8161022311,11511.9387643664,11470.5178061755,11816.841015026,12267.5848940673,13357.0143882353,13712.9317142992,13536.8227681431,13516.0271989204,15016.0920644592,14417.6306896487,14456.2357053224,14910.2250318887,12827.6345392323,12731.7535755129,13433.3977166987,13202.3228073875,12725.0431260393
ISL,54592.5314628804,57512.4237338213,59364.2901148281,62940.7473430955,62831.1728631816,57406.4697506817,56211.8345417402,56813.742648754,57173.0434212296,58671.930709837,59133.2701459773,60725.7271247657,63612.5551585223,64303.3782501037,65521.9313424781,64826.4324085557,59543.813498684,61610.2132740715,65380.3173049324,68118.3960312086,67310.0573573616
ISR,32675.2080644863,33512.8909185546,34770.0262786336,36317.8525090071,36827.9249156064,36403.1626371602,37722.4099869836,39075.375376272,39299.3515506546,40148.7774492867,40872.5808449627,40967.3707596637,41963.675796165,42947.0586686984,43814.2949977965,44580.8078825716,42915.9416939728,46162.0822730247,48098.187235579,47527.151024672,47338.8424624205
ITA,51495.0028841364,51585.6445807938,52304.2402949819,52747.1905476807,51806.3906176391,48774.3916833748,49301.6959141674,49473.0149235634,47795.9579360541,46833.3615309303,46825.6511245062,47311.8255262709,47987.8379581014,48849.2183534756,49133.143527174,49690.6298505274,45505.0688708956,49825.3934111848,52333.3274270604,52870.3261442897,53265.0032474189
JAM,10244.2066702878,10278.6834382546,10522.2367459591,10622.4442829007,10490.4686134498,9992.97699539021,9805.90172806302,9932.48380946963,9829.03510015044,9839.96506606095,9872.15913752129,9931.89875715182,10179.2536486158,10391.0378224678,10636.0929784551,10816.3720391154,9891.96932961548,10430.6909771759,11096.6377085321,11398.8120394641,11340.2638800451
JOR,9326.66839127919,9839.68834968723,9977.75903329275,10161.4021194103,10641.5894255558,10938.5027244703,10953.537631697,10977.4820450868,11086.0299443995,10799.3538143329,10148.99809876,9581.68922567813,9321.9045113153,9339.81039725983,9311.53116265584,9288.52709103516,9022.63930356769,9182.496161256,9266.57538251337,9381.35436036929,9520.25064497454
JPN,40351.776374395,41075.8243580849,41613.1483821427,42182.1758636624,41645.5722078975,39279.498871012,40881.7972423185,40967.3431400832,41596.9238038796,42492.2439560498,42674.6976301321,43386.7100739513,43736.1305076612,44505.2792603684,44848.4899421798,44730.9102844958,42992.4796365328,44355.3487163354,44972.3438362201,45858.6595131439,46106.9229230044
KAZ,18886.5811908122,20565.5294470866,22574.3429577665,24351.3464102542,24895.6645683245,24901.3527260084,26374.8407672795,27946.1603432944,28881.2417563728,30177.4887221736,30986.4379168995,30893.7594851041,30758.3227260598,31524.4416339794,32330.2274546567,33298.2123695035,32011.5491499004,32945.8515725823,33506.2614893237,34703.2349286604,35973.9633287017
KEN,3743.56785736929,3844.73557120578,3970.73349887685,4116.45094720856,4002.88364073792,4012.19428382397,4211.52462957784,4307.10611556858,4387.93790075409,4443.371215682,4558.55155266374,4679.62182831938,4770.31046388086,4846.86210851932,5017.66784674664,5171.71264279257,5057.40115537429,5338.85243382781,5491.69378280246,5691.82513474417,5845.20117717825
KGZ,4211.52248307857,4156.95849230116,4240.17017797554,4558.71267894172,4894.9427801376,4969.96132720374,4876.47964886483,5092.85165751678,4993.39431683528,5418.54061993935,5513.7544695252,5600.2143342846,5715.01041179003,5861.22200040503,5951.82876758606,6087.60193826927,5537.79547319377,5736.47883415154,6139.77788825006,6575.77541290499,7048.98952111264
KHM,2491.30930003838,2781.89028895255,3041.10471220153,3308.15747246544,3501.9257021932,3587.60889588362,3711.53750580157,3921.97911563308,4159.16354123446,4419.3988680186,4702.73061823207,4968.57276699143,5283.72964943779,5632.03125629342,6050.59088262205,6448.88455952805,6128.78243783335,6225.53265474741,6458.3681488084,6695.29194763723,7008.88934551726
KIR,2199.67074158217,2183.78113886233,2264.16158033718,2286.4464773202,2172.35767589525,2137.96593927055,2119.64018013945,2150.38301837654,2242.01379114528,2382.37034452158,2381.34837325608,2615.8414365735,2761.9336523043,2822.669652935,2877.60204999231,2927.48453366722,2834.68581354366,3020.49399935695,3107.77604642687,3140.58326370439,3257.1362912531
KNA,20661.3458642993,22612.7126559455,23258.9842253211,23330.0442404195,25898.7823620981,24973.8045286303,24997.5672513428,25380.0087348215,25114.0572603244,26532.1016561725,28530.3072249013,28729.566447667,29867.0265589791,29948.9200065682,30576.2486749244,31512.1943105684,26736.9283563771,26896.6177065978,29749.8700864823,30616.577281386,30656.4410109367
KOR,31579.5283048867,32886.0472450743,34429.6222013137,36257.3401689702,37064.1518484106,37176.1939270969,39574.0500732947,40719.2273771671,41537.6728611117,42709.9751857887,43806.9250985661,44849.106767089,46088.2430785383,47536.7898568851,48834.4471157733,49790.8679884821,49374.0926148025,51718.2518656631,53228.6035655365,54029.3434990785,55070.9386194121
KWT,73298.0621819477,78193.9012127585,79521.3484338455,79474.7611346377,77036.5083833055,67896.2680451995,62956.2152904125,64844.5019019408,64908.262639237,62458.8089221249,60065.6544076232,57763.5174574395,56936.620842726,52285.5871175696,51623.8078622052,51380.6455354631,49372.8187938552,50651.9575337091,51379.8833194119,47777.4012284844,46137.4674254845
LAC,14694.9531267648,15084.7424351845,15675.9008565888,16311.1682916038,16724.7561246718,16140.5852729088,17032.6099507094,17610.0331633001,17842.8546285459,18162.5115754918,18233.0993212886,18119.0360664056,17878.5427855339,18061.8087308859,18164.4680971784,18111.5788705619,16785.1312499208,17874.2749394029,18478.2971735689,18750.3841957787,18989.832395945
LAO,3441.16999706515,3630.55878769378,3881.53736632657,4112.25301659759,4367.162880257,4625.07173324518,4946.10563678173,5266.87866924206,5608.96956337059,5974.47368943414,6341.2122967032,6703.74124348885,7063.25545347926,7432.4596330485,7775.08574451883,8075.27502377003,7995.59502527818,8080.43553249923,8183.03286472653,8372.15591874407,8600.32454665553
LBN,12882.0757995163,13024.6648924956,13003.680803908,13941.5614244767,14955.1413563252,16264.3506182706,17390.7584012958,17353.1960845294,17323.3013764282,16396.4969302163,15205.873265402,14980.020515614,15572.3611739774,16128.5838196051,16290.0516478592,15659.5661040012,12507.4366368078,11599.7755083765,11474.7505845558,11330.2687387422,
LBR,1326.53565502695,1335.61728880785,1364.60347323709,1422.10019670004,1463.12408187297,1492.99817384053,1538.85083488512,1601.03374045996,1668.97289588776,1774.5205777394,1750.1438489328,1714.09047960464,1653.31050211233,1661.30290782171,1647.97443793846,1575.76665001238,1497.37692436272,1539.20892304674,1578.99837069175,1616.92373356695,1646.05861366601
LBY,18851.2039109963,20649.4624580172,21545.2986384419,22422.0117594762,21915.1976208274,20518.9642412838,21115.5259846154,10741.9206751908,20601.0026641,16557.500941665,12499.0829968523,12195.3486990421,11831.8257669559,15428.1164411854,16385.164476127,14337.1962987582,9978.66400110743,12641.5097714075,11450.0598552928,12476.5974944083,12583.8338726816
LCA,19715.8297745985,19491.2182260584,20551.0599501307,20759.3043872305,21651.233776084,20907.3343580129,20849.0551242245,21637.8686925992,21515.89963362,21029.2888872138,21214.4773346334,21142.9733304366,21775.4737658629,22422.5970388018,22981.9179294013,22738.2471068581,17142.044063192,19101.1652956675,22962.2818144554,23403.7440265988,24252.4688588491
LCN,15160.4924321455,15565.8223926843,16172.7101003788,16820.9527256224,17243.3263542645,16665.7968741583,17552.0359470296,18151.8345278753,18434.9424879763,18767.8746499488,18853.4078173274,18763.833651436,18551.8182749603,18745.5824358526,18894.209543149,18882.9520259096,17508.2430480342,18694.1407748025,19352.1819162164,19656.62856612,19959.4404021983
LDC,2320.00969809247,2438.34684459581,2554.75855087334,2689.03224335791,2804.89369502388,2865.13063673889,2978.17163123982,3056.23880519937,3134.14485975635,3238.92379095762,3350.11876930954,3441.66399456899,3522.91896139406,3620.75951852676,3718.46631552159,3825.14512737437,3739.0676637816,3754.2792879925,3853.83273030739,3892.8643306095,3958.13984826658
LIC,2317.10290040344,2392.58989262387,2455.3108837097,2534.74553598122,2592.98737534229,2614.39792999496,2703.70385729291,2705.91642669203,2496.4561984468,2414.50064631444,2419.51770959186,2431.47117269995,2422.19204116876,2425.21162568311,2432.99149398422,2434.3191547106,2347.07879110203,2301.29090474346,2312.38443050134,2245.1287272549,2252.95101397201
LIE,,,,,,,,,,,,,,,,,,,,,
LKA,7059.91098068568,7452.74234124518,7970.66491021045,8454.2067533326,8897.82686006864,9156.31906483165,9832.18622338643,10618.4926000405,11447.6937738135,12249.7223348096,12909.9663068885,13329.7793438947,13845.6146782368,14572.4858214565,14759.8248945765,14637.44429132,13886.6513728651,14316.1352225683,13249.065064602,13024.9404319855,13752.836740386
LMC,4263.30952053785,4473.2186657123,4707.41980455082,4946.43967820625,5080.30050907269,5301.54044215281,5575.53785565004,5746.06732125262,5944.46327437976,6183.67583819575,6464.02971574897,6755.22608255852,7049.04160112153,7334.51120461161,7635.97899988466,7843.63655442009,7439.80749812132,7837.43334833358,8238.69538193574,8649.74836033665,8995.87438825602
LMY,6481.69218490555,6835.94830101017,7264.93868436155,7757.66589586237,8067.1550087492,8245.88562171389,8764.71490671499,9164.42860437342,9500.78675497314,9872.08804408263,10227.536320164,10563.4388345335,10932.0296919606,11355.2499906619,11765.0267871468,12091.285538115,11746.7596171453,12449.4134388469,12853.4642681799,13367.5334663071,13825.5005653101
LSO,2178.66474674332,2275.01614419256,2381.02024562073,2470.31462127885,2589.16635854686,2538.19341751854,2651.37804898226,2749.31958166573,2894.22705048142,2914.37515966739,2930.61724036206,2986.95866729879,3057.26091568162,2924.68096193272,2846.41828124649,2773.28639887236,2517.11044486593,2544.78249551214,2577.54544127769,2595.82951058542,2640.28544552536
LTE,9800.43914484418,10463.9419177705,11330.4161848783,12358.0232027632,13094.4138165822,13330.2590659531,14252.0920575578,15113.7976400253,15847.4359525401,16549.390178251,17214.913795953,17783.9583560237,18377.1004447058,19161.7250464442,20046.3548203081,20852.6820662767,20730.0606457786,22189.5949316763,22841.9944082023,23800.7463665794,24836.8204019414
LTU,21867.2861464791,23944.7019948719,26129.3392566938,29370.7739737176,30445.7809464936,26217.5449293891,26887.4913057701,29240.7487851392,30920.330402208,32474.6413533554,33975.0843756963,35251.2986931775,36618.1468417838,38774.4892011822,41019.7901632878,43062.3228425315,43091.7973723526,45873.5273239486,46651.2145810247,46159.7081733083,47165.3665643051
LUX,123720.261499488,124866.858810412,130284.96750238,138677.965491876,135812.22230327,129002.240187517,131432.059616316,129885.369760706,128895.405145048,129945.453783621,130247.661687069,130097.2561798,133661.649729132,132169.834045368,131733.8846493,132724.752743888,129865.629988164,136772.443753292,132570.826463419,130048.92038753,128475.279802738
LVA,20574.118201251,23213.3539355881,26431.8140222767,29423.7371235063,28726.9722869522,24520.6791475489,24119.7307848939,25308.7322074626,27496.5454583635,28375.1842887263,29243.7412502629,30599.6133134147,31668.5148442662,33036.3915943437,34729.7062763057,35208.1934590859,34225.8976044058,36912.0130602161,37718.7097958367,37277.7217221317,37611.6699359404
MAC,84004.4558061302,87185.5254441553,93828.3198758417,102879.639164559,102474.668562926,104911.140336462,130758.2806979,155385.324208541,164239.261923457,174569.523171267,162813.439348589,123194.067291275,120530.052858314,133322.632677744,139541.157248769,133453.896026037,59662.4855864551,73374.4486829589,59921.441691873,104815.20003062,111693.502831434
MAF,,,,,,,,,,,,,,,,,,,,,
MAR,5996.39013671875,6103.42236328125,6488.673828125,6620.59033203125,6901.95068359375,7063.72705078125,7210.63671875,7503.79296875,7628.64404296875,7839.0322265625,7951.79833984375,8198.80859375,8141.9404296875,8450.0087890625,8611.75,8768.17578125,8054.56298828125,8623.265625,8690.4482421875,8915.3515625,9162.7470703125
MCO,,,,,,,,,,,,,,,,,,,,,
MDA,7573.6178454751,8161.47344724765,8577.02858037286,8854.83397616724,9563.69814290939,9001.23432081622,9649.9509930271,10217.3087761255,10158.3854676883,11080.0634585341,11641.1208436577,11691.0797484184,12377.366678394,13118.8219369605,13895.5043655692,14621.2401362286,13559.2600217483,15682.0703284653,15358.0153548867,15990.4793311152,16376.6113704265
MDG,1620.11953793293,1648.17631554009,1686.86335460016,1731.61751794976,1794.40235887329,1673.15551466723,1635.24511473059,1614.55137773785,1617.79082882481,1610.6023078966,1620.357889066,1627.5806134224,1648.91226979296,1669.72764267278,1678.78623269491,1707.83153830039,1545.72714379204,1577.43246056529,1602.71368352337,1629.46097248642,1657.04970622969
MDV,15958.6557759464,13942.8753891662,16829.9768208157,17439.9504862625,18344.4866455436,16230.0089361263,16730.0144200167,17581.7676697752,17390.1474995422,17986.8907361645,18765.3592118344,18829.4481529112,19345.1792343541,20036.7165354949,21072.5805249694,21855.501224579,14242.9750701162,19052.6224904311,21357.8112511153,22333.0477138175,23034.4098404839
MEA,11141.1063561571,11442.4114435944,11811.968610274,12144.084037953,12379.3917296462,12295.7832638917,12616.921437154,12850.9829506654,12973.5733147368,12954.7561844108,13111.2880274314,13259.9310242112,13645.8359003348,13723.8357090461,13842.6400835174,13860.9343986019,13244.125517565,13650.4958301501,14243.8848577148,14296.2954321092,14355.1405957863
MEX,20127.2242847772,20277.2552818503,20965.8256074046,21102.2688314629,20992.5602618229,19385.5437230088,20058.3854859755,20457.6001664624,20898.9357195292,20805.3480411912,21069.7661649129,21408.9283201493,21578.2633554092,21777.5225111982,21997.7730167472,21704.1859494071,19728.4817823158,20782.5877417545,21391.8573692427,21917.24858366,22039.6287019016
MHL,4012.3445001608,4075.1586476742,4075.57643179743,4222.41292273556,3903.30558742877,4047.22680617884,4269.35843273854,4259.11601606604,4244.04434413749,4469.85358401607,4491.99193864536,4670.10918243675,4896.52195460777,5199.3444796298,5635.30750426868,6405.07564930525,6417.18441217728,6767.95785510528,6936.86510911803,6801.61469241924,7209.26654997536
MIC,6814.61890823763,7196.01062713529,7660.03313502154,8192.68646199635,8529.93088668596,8729.20567260891,9292.00637276254,9733.00899592607,10120.5725253147,10537.1162027731,10930.862711205,11304.3987479773,11717.3629616092,12191.1259244473,12652.622763287,13026.1921227651,12674.2010645982,13466.4888753658,13929.3023033056,14521.6809816517,15048.5526322651
MKD,12683.4335090407,13354.5165282625,14118.2883359902,15118.3063672461,16038.1078627458,16084.2946742803,16731.1595676008,17201.3074960957,17190.0669173829,17758.3012027338,18452.282749234,19215.1537229479,19825.8546858981,20121.1344599839,20806.0084013242,21766.974473423,20971.5290718387,22144.2842571431,22822.3280431288,23455.319400522,24203.2859505244
MLI,2565.97744562534,2546.33281406377,2555.07476259654,2515.94692367878,2523.1996127255,2575.54549773621,2632.26468220172,2623.34627008963,2520.52931087437,2528.53006767058,2609.16733048758,2686.56065074588,2759.11051294151,2816.194239022,2862.40728989634,2916.17167790759,2796.41038444894,2796.22793795433,2813.81095962843,2860.42819002278,2916.18529537154
MLT,32061.5717383591,32775.7490182242,33419.4710514467,34980.4009462349,36286.3762693845,35511.3563931618,37527.338314073,37739.4436925333,38935.700353788,40919.7945400628,43161.5419815161,46170.1721772127,46965.601581458,51626.3473049783,53417.0154946227,53391.4373856091,50387.8220368582,56852.3218512267,56841.958125813,60418.3949311068,62700.4942180461
MMR,2110.23728495831,2377.90258162976,2669.32700379999,2968.3033151236,3254.738978881,3578.17424704515,3893.79030665874,4078.61220919965,4340.99945069174,4666.95376141392,5006.50667149767,5313.88615901476,5580.98977273232,5877.87465558175,6201.26341429803,6562.98898478625,5926.83450206681,5178.44718217164,5350.47666899931,5364.13797034429,5276.29433987853
MNA,7856.02203464189,8051.28603801376,8305.93163852024,8609.12407426356,8733.80596118955,8811.65429381035,9031.31975575147,8967.41983587631,8965.99659380495,8889.86942356262,8974.15582612076,9021.46155425322,9395.45474768035,9541.20621317531,9593.49548105505,9605.52420146062,9289.51192984256,9497.25769111683,9771.32115919459,9881.84787217171,9960.20176631377
MNE,15716.1406519937,16348.9675325821,17727.4395602504,18966.5316118445,20239.0055766337,18985.0166440648,19476.2433855105,20110.5703706069,19576.4932347548,20201.3754091056,20641.850118964,21131.9286652777,21834.1824200766,22513.8741282681,23562.2739681383,24585.2179072849,20904.6866227364,23690.0773513056,25583.4216629604,27243.51720726,28105.7093264336
MNG,7070.667158451,7499.84803935428,8043.99678108557,8750.13407442299,9379.85489687765,9095.9769892529,9507.118823625,10960.0959283864,12078.9185320062,13210.0945665668,13943.4277148653,13974.5967260365,13898.1456953585,14401.5375067562,15230.2408828847,15790.6961126441,14801.3420829185,14792.2509086422,15310.4349469163,16222.8638898529,16842.6505873797
MNP,,,,,,,,,,,,,,,,,,,,,
MOZ,934.133964844421,970.38995609863,1041.80471709595,1095.12568701598,1141.94256161019,1178.70909947834,1224.23020471309,1275.52959822581,1338.51594866104,1385.83254864214,1449.92926632722,1512.5997455554,1537.90853271216,1532.0073576114,1538.83512127022,1528.88988354373,1466.12476474476,1457.23540930922,1476.66560298097,1512.27640791481,1500.31427446351
MRT,5139.22552002451,5445.82951227718,6284.70209025296,6002.77832165174,5813.35608368305,5639.78745018612,5605.76388754436,5653.21719956693,5716.25195328296,5769.72870835599,5837.8520312229,5969.54239339806,5866.28144759405,6050.62180273825,6153.63790295218,6162.21044512087,5963.23549793488,5836.56580821897,6053.26178155509,6276.47521079359,6482.69016724334
MUS,15209.0164267817,15387.9807842254,16061.6030030396,16904.2745171796,17750.5936228988,18290.4070077862,19045.6542832867,19790.5300586052,20425.707017688,21061.0293432869,21827.4802326052,22603.0885218714,23460.0011516323,24361.8758542058,25324.1785958124,26047.9753573284,22258.3868106268,23010.2013826905,25085.9891959451,26635.0124048697,28011.1579806299
MWI,1208.2196975075,1214.7426419188,1237.27386519947,1318.33196397214,1378.42886690465,1449.72601522136,1504.37514113215,1533.22889572405,1518.14803849238,1555.50607410511,1597.56484331405,1597.69145324855,1593.59549264808,1613.0593571462,1638.91665761076,1687.28944917892,1656.43985192533,1687.59358179651,1659.95933825168,1649.29873234551,1634.24660266597
MYS,20168.5062099425,20767.5857243346,21444.4857715028,22305.118263117,22898.0027575442,22106.6417311801,23307.9698543785,24115.8181203958,25006.3587781537,25736.3525554142,26818.4317281659,27699.6278860387,28425.3707609412,29551.5457597197,30459.9655338061,31300.5086554849,29200.452632127,29822.8491831618,32129.2217820113,32857.6676600774,34116.2317848885
NAC,57460.6504868586,58901.3751316749,59950.8137947404,60574.8958787286,60110.4620870865,58016.8608848414,59082.0189334998,59602.1365034568,60435.0747551988,61242.5035646543,62295.5003482894,63496.1568234086,64079.9609801917,65200.6650984045,66672.0445786912,67938.3944189517,65982.8101708618,69833.4948761015,71184.9572983365,72394.1241275026,73462.0394138947
NAM,9130.82442337694,9245.1365329555,9773.29833199798,10162.2400708746,10286.5124067605,10166.2899453939,10614.6201576671,10965.2729759535,11266.6089486464,11593.5753768689,11982.6963648348,12166.5658392058,11846.7880832757,11408.7253099967,11214.38604306,10813.3044681944,9652.24827219463,9709.09930646771,9953.09752403491,10137.6726120025,10281.3356402988
NCL,,,,,,,,,,,,,,,,,,,,,
